CPU Name,Price1,CPU Mark,CPU Value2,Thread Mark,Thread Value3,TDP (W),Power Perf.4,Test Date5,Socket,Category,
Intel Atom N570 @ 1.66GHz,$86.00*,574,6.68,258,3.01,8.5,67,Apr-11,BGA559,Laptop,
Mobile AMD Athlon XP,$12.49 ,572,45.81,NA,NA,NA,NA,Apr-11,NA,Laptop,
AMD Athlon XP 3400+,NA,570,NA,NA,NA,NA,NA,Sep-09,NA,Unknown,
Intel Atom Z2760 @ 1.80GHz,NA,568,NA,275,NA,NA,NA,Sep-12,FC-MB4760,Laptop,
AMD Sempron M100,$12.00*,566,47.17,615,51.28,NA,NA,Nov-09,NA,Unknown,
AMD Athlon II 160u,$29.99*,563,18.78,570,19.03,20,28,Jun-10,NA,Desktop,
AMD C-70 APU,NA,558,NA,311,NA,9,62,Dec-12,NA,Unknown,
AMD Athlon LE-1600,$21.00*,557,26.57,631,30.06,45,12,Mar-09,AM2,Desktop,
AMD Sempron 3800+,$152.92*,554,3.62,649,4.25,62,8,Dec-08,AM2,Desktop,
AMD Athlon 64 3400+,NA,545,NA,653,NA,89,6,Jan-09,754,Unknown,
AMD C-60 APU,NA,545,NA,310,NA,9,60,Aug-11,NA,Unknown,
Intel Celeron 440 @ 2.00GHz,$22.33 ,544,24.38,662,29.66,35,15,Mar-09,LGA775,Desktop,
Intel Core Duo U2400 @ 1.06GHz,NA,544,NA,339,NA,9,60,Mar-09,BGA479,Laptop,
AMD Sempron LE-1250,$99.95*,543,5.44,602,6.03,45,12,Feb-09,AM2,Desktop,
Intel Celeron M 540 @ 1.86GHz,NA,542,NA,NA,NA,30,18,Dec-09,渭FCPGA-478,Laptop,
AMD Athlon 64 3500+,$108.95 ,541,4.97,621,5.7,45,12,Dec-08,AM2,Unknown,
AMD Athlon XP-M,$34.95*,541,15.48,NA,NA,NA,NA,Mar-09,NA,Unknown,
AMD Turion 64 Mobile MT-40,NA,536,NA,NA,NA,25,21,Sep-09,754,Laptop,
AMD Sempron LE-1600,NA,535,NA,NA,NA,NA,NA,Jul-09,NA,Unknown,
AMD Opteron 146,$59.99*,532,8.87,615,10.26,67,7,Mar-09,939,Server,
AMD Sempron LE-1200,NA,531,NA,611,NA,45,11,Mar-09,AM2,Desktop,
Intel Celeron 560 @ 2.13GHz,$79.95 ,531,6.65,667,8.35,31,17,Jan-09,PGA478,Laptop,
Intel Pentium D 805 @ 2.66GHz,NA,529,NA,618,NA,95,5,Dec-08,PLGA775,Desktop,
Intel Atom N2600 @ 1.60GHz,NA,526,NA,251,NA,3.5,150,Feb-12,BGA559,Laptop,
AMD Athlon II Neo K145,NA,525,NA,560,NA,12,43,Jan-11,S1,Laptop,
Intel 2.80GHz,NA,525,NA,701,NA,NA,NA,Jun-19,NA,Unknown,
Intel Atom N550 @ 1.50GHz,$86.00*,524,6.1,234,2.73,8.5,61,Sep-10,BGA559,Laptop,
AMD Z-01,NA,523,NA,244,NA,NA,NA,Dec-11,NA,Unknown,
AMD Turion 64 Mobile ML-40,NA,522,NA,647,NA,35,14,Feb-09,754,Laptop,
Intel Celeron 540 @ 1.86GHz,NA,521,NA,626,NA,30,17,Mar-09,PGA478,Laptop,
Intel Celeron 550 @ 2.00GHz,$64.95 ,517,7.96,626,9.64,31,16,Mar-09,BGA479,Laptop,
Intel Celeron 570 @ 2.26GHz,NA,517,NA,666,NA,31,16,Jun-09,PGA478,Laptop,
VIA Nano L3025@1600MHz,NA,517,NA,NA,NA,NA,NA,Sep-11,BGA400,Laptop,
AMD G-T40N,NA,516,NA,NA,NA,9,57,Aug-11,FT1,Laptop,
AMD Turion 64 Mobile MK-38,NA,513,NA,614,NA,31,16,Mar-09,S1,Laptop,
Mobile AMD Athlon XP-M,NA,512,NA,NA,NA,NA,NA,Dec-09,NA,Laptop,
Mobile AMD Athlon 64 3400+,NA,511,NA,664,NA,81.5,6,Feb-09,NA,Laptop,
Intel Pentium M 2.26GHz,NA,509,NA,635,NA,27,18,Mar-09,H-PBGA479, PPGA4,Laptop
Intel Xeon 3.60GHz,$851.00*,509,0.6,790,0.93,110,4,Mar-09,PPGA604,Server,
Intel Xeon Gold 6132 @ 2.60GHz,$2 ,508.95,23907,9.53,2117,0.84,140,170,Apr-18,FCLGA3647,Server
Mobile AMD Athlon XP-M (LV),NA,508,NA,NA,NA,NA,NA,Aug-11,NA,Laptop,
Intel Core i9-9960X @ 3.10GHz,$1 ,507.8,28129,18.66,2477,1.64,165,170,Feb-19,FCLGA2066,Desktop
Intel Core Duo U2500 @ 1.20GHz,NA,507,NA,383,NA,9,56,Feb-09,BGA479,Laptop,
AMD Athlon 2850e,NA,506,NA,493,NA,22,23,Nov-09,AM2,Desktop,
Mobile AMD Athlon XP-M (LV) 3200+,NA,505,NA,NA,NA,NA,NA,Mar-11,NA,Laptop,
VIA Nano U3100 (1.6GHz Capable),NA,501,NA,NA,NA,9,55,Jan-11,BGA400,Laptop,
AMD Z-60 APU,NA,500,NA,273,NA,4.5,111,Mar-13,FT1,Laptop,
Intel Pentium M 2.13GHz,NA,499,NA,632,NA,27,18,Feb-09,H-PBGA479, PPGA4,Laptop
AMD Athlon MP 2800+,NA,497,NA,NA,NA,NA,NA,May-09,NA,Unknown,
Mobile AMD Athlon MP-M 2800+,NA,496,NA,NA,NA,NA,NA,Oct-11,NA,Laptop,
AMD Athlon 64 3200+,$149.95*,492,3.29,578,3.85,62,7,Dec-08,AM2,Unknown,
Intel Xeon 3.06GHz,NA,491,NA,NA,NA,NA,NA,Feb-09,NA,Server,
AMD Sempron LE-250,NA,490,NA,NA,NA,NA,NA,Dec-11,NA,Unknown,
Intel Atom E3826 @ 1.46GHz,NA,489,NA,312,NA,7,69,Jun-16,FCBGA1170,Laptop,
Intel Celeron 430 @ 1.80GHz,$47.18 ,487,10.33,596,12.65,35,13,Feb-09,LGA775,Desktop,
Mobile AMD Athlon XP-M 3200+,NA,487,NA,NA,NA,NA,NA,Sep-09,NA,Laptop,
AMD Opteron 144,$65.00*,486,7.48,578,8.91,67,7,Nov-08,939,Server,
Intel Pentium 4 3.60GHz,NA,486,NA,793,NA,115,4,Nov-08,NA,Desktop,
Intel Pentium 4 3.73GHz,NA,486,NA,701,NA,115,4,Mar-09,NA,Desktop,
AMD Athlon 3100+,NA,485,NA,NA,NA,NA,NA,Mar-09,NA,Unknown,
Intel Pentium 4 3.80GHz,NA,485,NA,816,NA,65,7,Dec-08,NA,Desktop,
Mobile AMD Sempron 3800+,NA,485,NA,572,NA,NA,NA,Dec-09,NA,Laptop,
AMD Sempron 3300+,$60.00 ,484,8.07,605,10.09,62,7,Dec-08,754,Desktop,
AMD Turion 64 Mobile MT-37,NA,484,NA,583,NA,25,19,Mar-09,754,Laptop,
Intel Pentium M 756 @ 1.66GHz,NA,484,NA,NA,NA,NA,NA,Mar-10,NA,Unknown,
AMD Sempron 3600+,$12.00*,483,40.3,560,46.72,62,7,Mar-09,AM2,Desktop,
Intel Celeron D 420 @ 1.60GHz,NA,481,NA,597,NA,35,13,Apr-11,LGA775,Desktop,
VIA Eden X2 U4200 @ 1.0+ GHz,NA,480,NA,257,NA,NA,NA,Jan-13,NA,Unknown,
Intel Xeon W-2195 @ 2.30GHz,$3 ,478.65,24481,7.04,2218,0.64,140,174,Dec-17,FCLGA2066,Server
Intel Xeon 3.40GHz,NA,478,NA,743,NA,103,4,Nov-08,PPGA604,Server,
Mobile Intel Pentium 4 3.46GHz,NA,478,NA,NA,NA,NA,NA,Oct-09,NA,Laptop,
AMD Opteron 248,$99.95 ,476,4.77,NA,NA,89,5,Mar-09,940,Server,
Mobile AMD Athlon XP-M (LV) 2800+,NA,475,NA,NA,NA,NA,NA,Mar-11,NA,Laptop,
Intel Celeron 530 @ 1.73GHz,$22.99*,474,20.62,575,25.03,27,17,Mar-09,PGA478,Laptop,
AMD Athlon II Neo K125,NA,473,NA,498,NA,12,39,Jun-10,S1,Laptop,
AMD Athlon QI-46,NA,473,NA,NA,NA,NA,NA,Apr-09,NA,Unknown,
Intel Core Solo T1400 @ 1.83GHz,NA,470,NA,581,NA,27,17,Jun-09,PGA478,Laptop,
AMD G-T40E,NA,467,NA,269,NA,6.4,72,Oct-11,FT1,Laptop,
AMD C-60,NA,466,NA,318,NA,9,51,Oct-11,NA,Unknown,
AMD Turion 64 Mobile MK-36,NA,465,NA,542,NA,31,15,Jan-09,S1,Laptop,
AMD Athlon 64 3000+,$50.00 ,464,9.29,550,11.01,89,5,Dec-08,Socket 754,Desktop,
AMD Athlon XP 2300+,NA,464,NA,NA,NA,NA,NA,Aug-09,NA,Unknown,
Intel Core2 Solo U3500 @ 1.40GHz,NA,464,NA,519,NA,5.5,84,Jul-09,BGA956,Laptop,
AMD Athlon 2400+,NA,462,NA,NA,NA,NA,NA,Sep-09,NA,Unknown,
AMD C-50,NA,462,NA,266,NA,9,51,Jan-11,FT1,Laptop,
Intel Celeron M 530 @ 1.73GHz,NA,462,NA,568,NA,30,15,Mar-09,PBGA479, PPGA478,Laptop
Intel Pentium M 2.00GHz,NA,461,NA,582,NA,21,21,Feb-09,H-PBGA479, PPGA4,Laptop
Intel Xeon 3.20GHz,NA,461,NA,756,NA,103,4,Feb-09,PPGA604,Server,
Intel Celeron N2805 @ 1.46GHz,NA,460,NA,295,NA,4.3,106,Nov-13,FCBGA1170,Laptop,
AMD Athlon 3200+,$60.00*,458,7.63,NA,NA,62,7,Aug-10,AM2,Unknown,
Intel Celeron M 723 @ 1.20GHz,NA,457,NA,482,NA,10,45,Oct-09,BGA956,Laptop,
VIA Nano L1900@1400MHz,NA,457,NA,NA,NA,NA,NA,Jul-11,NA,Unknown,
AMD Sempron SI-42,$30.01*,456,15.22,530,17.68,25,18,Mar-09,S1,Laptop,
AMD Sempron 3400+,$29.89 ,454,15.21,521,17.46,62,7,Dec-08,AM2,Desktop,
Intel Pentium 4 3.46GHz,NA,454,NA,788,NA,110.7,4,Mar-09,NA,Desktop,
AMD Sempron 3100+,$60.00*,452,7.53,539,9,62,7,Mar-09,754,Desktop,
Intel Celeron 420 @ 1.60GHz,$39.99*,450,11.27,543,13.58,35,12,Feb-09,LGA775,Desktop,
Intel Celeron M 450 @ 2.00GHz,NA,450,NA,641,NA,27,16,Nov-09,PPGA478,Laptop,
Mobile AMD Athlon 64 3000+,NA,450,NA,NA,NA,81.5,5,Mar-09,NA,Laptop,
Intel Pentium M 2.10GHz,NA,448,NA,543,NA,21,21,Feb-09,H-PBGA479, PPGA4,Laptop
Mobile AMD Athlon 64 3200+,NA,448,NA,573,NA,81.5,5,Mar-09,NA,Laptop,
AMD Athlon 2800+,$139.95*,447,3.2,674,4.82,89,5,Mar-09,754,Unknown,
AMD Sempron SI-40,$12.00*,447,37.27,537,44.79,25,17,Mar-09,S1,Laptop,
AMD Turion 64 Mobile ML-37,$196.50*,446,2.27,549,2.8,35,12,Mar-09,754,Laptop,
Mobile AMD Sempron 3300+,NA,446,NA,575,NA,NA,NA,Feb-09,NA,Laptop,
Intel Xeon Gold 5218 @ 2.30GHz,$1 ,445.18,22576,15.62,2085,1.44,125,180,Sep-19,FCLGA3647,Server
AMD Athlon 2600+,$104.95*,444,4.23,NA,NA,NA,NA,Jun-10,NA,Unknown,
AMD Sempron LE-1150,NA,444,NA,551,NA,45,9,Mar-09,AM2,Desktop,
Mobile AMD Sempron 3400+,NA,441,NA,494,NA,25,17,Feb-09,Socket S1 (S1g1),Laptop,
Mobile AMD Athlon 64 2800+,NA,440,NA,NA,NA,35,12,Nov-09,NA,Laptop,
Mobile AMD Athlon XP-M 3100+,NA,440,NA,NA,NA,NA,NA,Jan-11,NA,Laptop,
Mobile Intel Pentium 4 3.33GHz,NA,439,NA,789,NA,NA,NA,Feb-09,NA,Laptop,
AMD Athlon 64 2800+,$99.99*,438,4.38,511,5.12,89,4,Jan-09,754,Unknown,
AMD Sempron LE-1100,NA,438,NA,524,NA,45,9,Mar-09,AM2,Desktop,
Intel Pentium M 1.86GHz,NA,438,NA,552,NA,27,16,Feb-09,H-PBGA479, PPGA4,Laptop
AMD Athlon 64 FX-51,NA,437,NA,NA,NA,89,4,May-09,940,Desktop,
AMD Athlon MP 2400+,NA,436,NA,NA,NA,NA,NA,Sep-09,NA,Unknown,
Intel T1200 @ 1.50GHz,NA,435,NA,NA,NA,NA,NA,Apr-09,NA,Unknown,
Intel Xeon 2.66GHz,NA,435,NA,NA,NA,NA,NA,Mar-09,NA,Server,
Mobile AMD Athlon 64 3700+,NA,435,NA,497,NA,81.5,5,Mar-09,NA,Laptop,
AMD Athlon XP 3100+,NA,433,NA,662,NA,NA,NA,Apr-09,NA,Unknown,
AMD Athlon XP 3200+,NA,432,NA,661,NA,62,6,Dec-08,AM2,Unknown,
Intel Celeron M 520 @ 1.60GHz,NA,431,NA,538,NA,30,14,Nov-08,PPGA478,Laptop,
AMD Turion 64 Mobile MT-34,NA,429,NA,504,NA,24,17,Mar-09,754,Laptop,
AMD Opteron 142,NA,428,NA,NA,NA,84.7,5,Jul-09,940,Server,
VIA Nano L2100@1800MHz,NA,428,NA,279,NA,25,17,Jan-11,BGA400,Laptop,
Mobile AMD Sempron 3600+,NA,427,NA,520,NA,25,17,Feb-09,S1,Laptop,
AMD Turion 64 Mobile MT-32,NA,426,NA,533,NA,24,17,Mar-09,754,Laptop,
AMD Turion 64 Mobile ML-34,NA,425,NA,505,NA,35,12,Feb-09,754,Laptop,
AMD Athlon XP 2900+,NA,424,NA,631,NA,NA,NA,Apr-09,NA,Unknown,
Intel Celeron 743 @ 1.30GHz,NA,421,NA,484,NA,10,42,Oct-09,BGA956,Laptop,
AMD EPYC 7551,$1 ,419.9,18483,13.02,1502,1.06,180,102,Sep-17,SP3,Server
AMD Turion 64 Mobile MT-28,NA,419,NA,NA,NA,25,16,Jul-09,754,Laptop,
Mobile AMD Sempron 3100+,NA,416,NA,534,NA,NA,NA,Jan-09,NA,Laptop,
Intel Core2 Solo U3300 @ 1.20GHz,NA,415,NA,NA,NA,5.5,75,Nov-10,NA,Laptop,
VIA Nano U2250 (1.6GHz Capable),NA,415,NA,397,NA,8,51,Jan-11,BGA400,Laptop,
AMD Athlon TF-20,NA,413,NA,427,NA,15,27,Jun-09,NA,Unknown,
Intel Pentium M 1.73GHz,NA,413,NA,517,NA,27,15,Jan-09,H-PBGA479, PPGA4,Laptop
AMD Athlon 2100+,NA,412,NA,NA,NA,NA,NA,Dec-10,NA,Unknown,
Intel Pentium M 1.80GHz,NA,411,NA,523,NA,21,19,Dec-08,H-PBGA479, PPGA4,Laptop
AMD Athlon Neo MV-40,NA,410,NA,431,NA,15,27,Apr-09,NA,Unknown,
VIA Nano U3300@1200MHz,NA,409,NA,NA,NA,7,58,Feb-11,BGA400,Laptop,
AMD Sempron 3000+,$20.00 ,408,20.41,513,25.66,62,6,Dec-08,AM2,Desktop,
Mobile AMD Sempron 3500+,NA,408,NA,485,NA,NA,NA,Jan-09,NA,Laptop,
AMD Athlon 2650e,$19.00*,407,21.47,459,24.21,NA,NA,Jan-09,NA,Unknown,
AMD Sempron 3200+,$131.22*,406,3.1,487,3.72,62,6,Jan-09,AM2,Desktop,
Intel Pentium M 1.70GHz,NA,406,NA,521,NA,24.5,16,Dec-08,H-PBGA479, PPG,Laptop
Intel Pentium SU2700 @ 1.30GHz,NA,405,NA,449,NA,10,40,Aug-09,NA,Laptop,
Intel Celeron D 365 @ 3.60GHz,$89.95*,404,4.5,NA,NA,65,6,Dec-09,LGA775,Desktop,
AMD K7,NA,403,NA,NA,NA,NA,NA,May-09,NA,Unknown,
AMD-K7,NA,403,NA,NA,NA,NA,NA,Mar-09,NA,Unknown,
Intel Atom D2500 @ 1.86GHz,NA,403,NA,293,NA,10,40,Apr-12,BGA559,Desktop,
AMD Athlon XP 3000+,$79.70*,402,5.06,609,7.65,62,6,Mar-09,Socket A,Desktop,
AMD Turion 64 Mobile ML-30,NA,402,NA,484,NA,35,11,Mar-09,754,Laptop,
AMD Turion 64 Mobile ML-32,NA,402,NA,496,NA,35,11,Dec-08,754,Laptop,
AMD Athlon XP2200+,NA,401,NA,NA,NA,NA,NA,Feb-10,NA,Unknown,
AMD GX-210JA SOC,NA,401,NA,262,NA,6,66,Jun-15,FT3 (769-BGA),Laptop,
AMD Athlon XP 2800+,NA,400,NA,627,NA,89,4,Jan-09,754,Unknown,
Intel Xeon 2.80GHz,NA,400,NA,590,NA,103,3,Nov-08,PPGA604,Server,
Mobile AMD Athlon 64 2700+,NA,398,NA,NA,NA,NA,NA,Mar-10,NA,Laptop,
AMD Opteron 140,$640.00 ,396,0.62,NA,NA,84.7,4,Oct-11,940,Server,
Intel Core Solo T1350 @ 1.86GHz,NA,396,NA,515,NA,31,12,Feb-09,NA,Laptop,
AMD Athlon TF-36,NA,395,NA,386,NA,25,15,May-10,NA,Unknown,
Intel Pentium 4 3.40GHz,NA,395,NA,755,NA,89,4,Dec-08,PGA478,Desktop,
Mobile AMD Sempron 2600+,NA,394,NA,485,NA,NA,NA,May-09,NA,Laptop,
VIA Esther 2000MHz,NA,394,NA,NA,NA,NA,NA,Apr-11,NA,Unknown,
AMD Athlon XP 2700+,$84.79*,393,4.64,611,7.22,NA,NA,Dec-08,NA,Unknown,
Intel Celeron M 1.70GHz,NA,393,NA,532,NA,NA,NA,Mar-09,NA,Laptop,
Intel Core Solo T1300 @ 1.66GHz,NA,393,NA,520,NA,27,14,Feb-09,PGA478,Laptop,
AMD Sempron 2100+,NA,392,NA,NA,NA,8,49,Oct-09,NA,Unknown,
Intel Celeron M 440 @ 1.86GHz,NA,392,NA,548,NA,27,14,Dec-08,PBGA479, PPGA478,Laptop
AMD Sempron 210U,NA,391,NA,452,NA,15,26,Jul-09,NA,Unknown,
Intel Xeon 3.00GHz,NA,391,NA,607,NA,103,3,Feb-09,PPGA604,Server,
AMD Athlon 2000+,NA,390,NA,NA,NA,NA,NA,Aug-09,NA,Unknown,
AMD Turion 64 Mobile ML-28,NA,390,NA,482,NA,25,15,Mar-09,754,Laptop,
Intel Celeron 723 @ 1.20GHz,NA,390,NA,467,NA,10,39,Nov-09,BGA956,Laptop,
Intel Core i9-7940X @ 3.10GHz,$1 ,389,25430,18.31,2399,1.73,165,154,Sep-17,FCLGA2066,Desktop
Mobile AMD Sempron 3000+,NA,389,NA,487,NA,NA,NA,Dec-08,NA,Laptop,
AMD Sempron 2800+,$59.95 ,383,6.4,486,8.12,62,6,Dec-08,AM2,Desktop,
Intel Atom Z550 @ 2.00GHz,NA,381,NA,NA,NA,2.4,158,Nov-09,BGA441,Laptop,
AMD Athlon 64 FX-34,NA,380,NA,NA,NA,NA,NA,Oct-09,NA,Unknown,
AMD Sempron 3500+,$20.00*,379,18.98,480,24.02,62,6,Mar-09,AM2,Desktop,
AMD Turion 64 Mobile MT-30,NA,378,NA,451,NA,25,15,Mar-09,754,Laptop,
Mobile AMD Athlon MP-M 2000+,NA,378,NA,NA,NA,NA,NA,Apr-09,NA,Laptop,
Intel Pentium M 1700MHz,NA,376,NA,533,NA,24.5,15,Mar-09,H-PBGA479, PPGA4,Laptop
AMD Athlon 2500+,$183.99*,374,2.04,NA,NA,NA,NA,Jun-09,NA,Unknown,
AMD Athlon 64 2600+,NA,374,NA,448,NA,15,24,Nov-13,NA,Unknown,
AMD Athlon XP2400+,NA,374,NA,600,NA,NA,NA,Sep-09,NA,Unknown,
AMD Sempron 2600+,$34.95 ,374,10.71,471,13.5,NA,NA,Dec-08,Socket A,Desktop,
Intel Pentium 4 3.20GHz,NA,373,NA,694,NA,82,4,Nov-08,PGA478,Desktop,
Mobile AMD Athlon XP-M (LV) 2200+,NA,373,NA,NA,NA,NA,NA,Aug-09,NA,Laptop,
AMD Athlon XP 2600+,$23.03*,372,16.18,584,25.37,NA,NA,Dec-08,NA,Unknown,
Mobile AMD Athlon 2500+,NA,370,NA,560,NA,NA,NA,Oct-09,NA,Laptop,
Mobile AMD Athlon XP-M 2600+,NA,370,NA,577,NA,NA,NA,May-09,NA,Laptop,
Intel Celeron 807UE @ 1.00GHz,NA,369,NA,406,NA,10,36,Jan-13,BGA-1023,Laptop,
VIA Nano L2007@1600MHz,NA,369,NA,354,NA,25,14,Jul-12,BGA400,Laptop,
Intel Celeron M 430 @ 1.73GHz,NA,368,NA,506,NA,27,13,Feb-09,PPGA478,Laptop,
VIA C7-D 2000MHz,NA,368,NA,NA,NA,NA,NA,Jul-11,BGA400,Desktop,
AMD Athlon XP Pro3+,NA,367,NA,NA,NA,NA,NA,Feb-10,NA,Unknown,
Intel Pentium M 1.50GHz,NA,366,NA,461,NA,24.5,14,Feb-09,H-PBGA479, PPG,Laptop
Mobile AMD Athlon XP-M 2800+,NA,365,NA,591,NA,NA,NA,May-09,NA,Laptop,
Mobile AMD Athlon XP-M 3000+,NA,365,NA,561,NA,NA,NA,Oct-09,NA,Laptop,
Intel Celeron M 1.60GHz,NA,364,NA,486,NA,NA,NA,Mar-09,NA,Laptop,
Intel Pentium M 1.60GHz,NA,364,NA,463,NA,24.5,14,Nov-08,H-PBGA479, PPG,Laptop
Mobile AMD Athlon XP-M 2200+,NA,364,NA,559,NA,NA,NA,Mar-09,NA,Laptop,
AMD Athlon 2200+,$79.99*,363,4.55,NA,NA,NA,NA,Sep-09,NA,Unknown,
Mobile AMD Sempron 2800+,NA,361,NA,457,NA,NA,NA,Feb-09,NA,Laptop,
AMD Athlon XP 2400+,$89.99*,360,4.01,576,6.41,NA,NA,Feb-09,NA,Unknown,
Intel Xeon E5-2699 v4 @ 2.20GHz,$3 ,359.5,23435,6.98,1780,0.53,145,161,Apr-16,FCLGA2011-3,Server
Intel Core i9-9940X @ 3.30GHz,$1 ,359.28,27124,19.96,2451,1.8,165,164,Nov-18,FCLGA2066,Desktop
Intel Core2 Solo U2100 @ 1.06GHz,NA,359,NA,397,NA,5.5,65,May-09,NA,Laptop,
Mobile AMD Athlon 4 2400+,NA,358,NA,550,NA,NA,NA,Nov-10,NA,Laptop,
Mobile Intel Pentium 4 3.20GHz,NA,356,NA,720,NA,82,4,Feb-09,PGA478,Desktop,
AMD Athlon XP 2500+,NA,355,NA,543,NA,NA,NA,Dec-08,NA,Unknown,
Intel Pentium M 1500MHz,NA,354,NA,486,NA,24.5,14,Feb-09,H-PBGA479, PPGA4,Laptop
Mobile AMD Sempron 3200+,NA,354,NA,409,NA,NA,NA,Dec-08,NA,Laptop,
AMD Athlon XP1900+,NA,353,NA,NA,NA,NA,NA,Apr-09,NA,Unknown,
Intel Pentium 4 3.00GHz,NA,353,NA,651,NA,81.9,4,Nov-08,PGA478,Desktop,
VIA Eden C1050@1.06GHz,NA,352,NA,267,NA,NA,NA,Nov-17,NA,Unknown,
Intel Atom Z540 @ 1.86GHz,NA,348,NA,NA,NA,2.4,145,Sep-09,BGA441,Laptop,
Intel Pentium 4 3.06GHz,NA,347,NA,659,NA,81.8,4,Feb-09,PGA478,Desktop,
Intel Atom E680 @ 1.60GHz,NA,346,NA,NA,NA,4.5,76,Apr-12,BGA676,Desktop,
Mobile AMD Athlon XP-M 2400+,NA,346,NA,546,NA,NA,NA,Feb-09,NA,Laptop,
Mobile AMD Athlon XP-M 2500+,NA,346,NA,546,NA,NA,NA,Mar-09,NA,Laptop,
Intel Atom D425 @ 1.80GHz,$992.98*,345,0.35,277,0.28,10,34,Jan-11,BGA559,Desktop,
Intel Pentium M 1.40GHz,NA,345,NA,425,NA,22,15,Dec-08,H-PBGA479, PPG,Laptop
AMD Athlon XP 1700,NA,344,NA,NA,NA,NA,NA,Apr-10,NA,Unknown,
Intel Celeron M 1.50GHz,NA,343,NA,451,NA,21,16,Mar-09,PPGA478, H-PBGA4,Laptop
Intel Core i5-8259U @ 2.30GHz,$1 ,342.61,10995,8.19,2219,1.65,28,392,Aug-18,FCBGA1528,Laptop
Mobile AMD Athlon XP-M 1900+,NA,342,NA,NA,NA,NA,NA,Apr-09,NA,Laptop,
AMD Athlon MP 1700+,NA,339,NA,NA,NA,NA,NA,Jun-10,NA,Unknown,
Intel Celeron D 360 @ 3.46GHz,NA,337,NA,744,NA,65,5,Dec-08,PLGA775,Desktop,
Mobile Intel Pentium 4 3.06GHz,NA,337,NA,650,NA,81.8,4,Feb-09,PGA478,Desktop,
AMD Sempron 2500+,$54.95*,335,6.11,462,8.41,NA,NA,Mar-09,Socket A,Desktop,
Intel Pentium M 1600MHz,NA,335,NA,484,NA,24.5,13,Feb-09,H-PBGA479, PPGA4,Laptop
Mobile AMD Athlon XP-M (LV) 2000+,NA,335,NA,NA,NA,NA,NA,Apr-09,NA,Laptop,
Intel Celeron M 420 @ 1.60GHz,NA,334,NA,465,NA,27,12,Feb-09,PPGA478,Laptop,
Intel Celeron 3.33GHz,NA,333,NA,661,NA,NA,NA,Mar-09,NA,Unknown,
Intel Celeron M 1500MHz,NA,333,NA,456,NA,NA,NA,Mar-09,NA,Laptop,
Intel Atom N470 @ 1.83GHz,NA,332,NA,239,NA,6.5,51,Apr-10,BGA559,Laptop,
Intel Atom E3815 @ 1.46GHz,$209.99 ,331,1.58,289,1.38,5,66,May-14,FCBGA1170,Desktop,
Intel Core Solo U1500 @ 1.33GHz,NA,330,NA,426,NA,5.5,60,Mar-09,NA,Laptop,
AMD Athlon XP 2200+,$84.95*,328,3.87,515,6.06,NA,NA,Feb-09,NA,Unknown,
Intel Celeron M 360 1.40GHz,NA,328,NA,427,NA,21,15,Dec-08,H-PBGA479, PPGA4,Laptop
AMD Athlon XP 2100+,NA,323,NA,502,NA,NA,NA,Feb-09,NA,Unknown,
Mobile AMD Athlon XP-M 1700+,NA,323,NA,NA,NA,NA,NA,Jan-11,NA,Laptop,
Intel Celeron 215 @ 1.33GHz,NA,322,NA,487,NA,27,11,Nov-09,BGA479,Laptop,
Intel Pentium 4 2.80GHz,NA,322,NA,632,NA,69.7,4,Nov-08,PGA478,Desktop,
Intel Celeron 220 @ 1.20GHz,NA,320,NA,392,NA,19,16,Mar-09,BGA479,Desktop,
Intel Pentium M 1400MHz,NA,320,NA,433,NA,22,14,Feb-09,H-PBGA479, PPGA4,Laptop
AMD E-240,NA,319,NA,352,NA,18,17,Feb-11,FT1,Laptop,
AMD Sempron 2300+,$45.00*,318,7.07,483,10.73,NA,NA,Mar-09,Socket A,Desktop,
Intel Celeron M 1.30GHz,NA,316,NA,422,NA,NA,NA,Mar-09,NA,Laptop,
Intel Celeron D 356 @ 3.33GHz,NA,315,NA,708,NA,86,3,Mar-09,PLGA775,Desktop,
Intel Celeron M 410 @ 1.46GHz,NA,315,NA,422,NA,27,11,Mar-09,PPGA478,Laptop,
Mobile Intel Pentium 4 2.80GHz,NA,315,NA,610,NA,69.7,4,Feb-09,PGA478,Desktop,
AMD Sempron 2400+,$26.00*,314,12.1,493,19,NA,NA,Dec-08,Socket A,Desktop,
Intel Atom N475 @ 1.83GHz,NA,314,NA,280,NA,6.5,48,Sep-10,BGA559,Laptop,
Mobile AMD Athlon 4,$86.99*,314,3.62,NA,NA,NA,NA,Mar-09,NA,Laptop,
Mobile Intel Pentium 4 - M 2.60GHz,NA,313,NA,NA,NA,NA,NA,Feb-10,NA,Laptop,
AMD Athlon XP 1900+,NA,312,NA,479,NA,NA,NA,Mar-09,NA,Unknown,
Intel Core2 Solo U2200 @ 1.20GHz,NA,311,NA,NA,NA,5.5,56,Feb-10,NA,Laptop,
AMD C-30,NA,310,NA,317,NA,9,34,May-11,FT1,Laptop,
Intel Pentium III 1266S @ 1266MHz,NA,309,NA,NA,NA,30.4,10,May-09,Socket 370,Desktop,
AMD G-T52R,NA,308,NA,323,NA,18,17,Nov-11,FT1,Laptop,
Intel Atom 230 @ 1.60GHz,NA,307,NA,242,NA,4,76,Mar-09,BGA437,Desktop,
